"code";"description"
"T794";"Choque traumatico"
"T795";"Anuria traumatica"
"T796";"Isquemia traumatica de musculo"
"T797";"Enfisema subcutaneo traumatico"
"T798";"Otras complicaciones precoces de los traumatismos"
"T799";"Complicaciones precoces no especificadas de los traumatismos"
"T80";"Complicaciones Consecutivas A Infusion, Transfusion E Inyeccion Terapeutica"
"T800";"Embolia gaseosa consecutiva a infusion, transfusion e inyeccion terapeutica"
"T801";"Complicaciones vasculares consecutivas a infusion, transfusion e inyeccion terapeutica"
"T802";"Infecciones consecutivas a infusion, transfusion e inyeccion terapeutica"
"T803";"Reaccion de incompatibilidad al grupo ABO"
"T804";"Reaccion de incompatibilidad a Rh"
"T805";"Choque anafilactico debido a suero"
"T806";"Otras reacciones al suero"
"T808";"Otras complicaciones consecutivas a infusion, transfusion e inyeccion terapeutica"
"T809";"Complicaciones no especificadas consecutivas a infusion, transfusion e inyeccion terapeutica"
"T81";"Complicaciones De Procedimientos No Clasificadas En Otra Parte"
"T81";"Complicaciones De Procedimientos, No Clasificadas En Otra Parte"
"T810";"Hemorragia y hematoma que complican un procedimiento, no clasificados en otra parte"
"T811";"Choque durante o resultante de un procedimiento, no clasificado en otra parte"
"T812";"Puncion o laceracion accidental durante un procedimiento, no clasificadas en otra parte"
"T813";"Desgarro de herida operatoria, no clasificado en otra parte"
"T814";"Infeccion consecutiva a procedimiento, no clasificada en otra parte"
"T815";"Cuerpo extrano dejado accidentalmente en cavidad corporal o en herida operatoria consecutiva a procedimiento"
"T816";"Reaccion aguda a sustancia extrana dejada accidentalmente durante un procedimiento"
"T817";"Complicaciones vasculares consecutivas a procedimiento, no clasificadas en otra parte"
"T818";"Otras complicaciones de procedimientos, no clasificadas en otra parte"
"T819";"Complicacion de procedimientos, no especificada"
"T82";"Complicaciones De Dispositivos Protesicos, Implantes E Injertos Cardiovasculares"
"T820";"Complicacion mecanica de protesis de valvula cardiaca"
"T821";"Complicacion mecanica de dispositivo electronico cardiaco"
"T822";"Complicacion mecanica de derivacion de arteria coronaria e injerto valvular"
"T823";"Complicacion mecanica de otros injertos vasculares"
"T824";"Complicacion mecanica de cateter para dialisis vascular"
"T825";"Complicacion mecanica de otros dispositivos e implantes cardiovasculares"
"T826";"Infeccion y reaccion inflamatoria debidas a protesis de valvula cardiaca"
"T827";"Infeccion y reaccion inflamatoria debidas a otros dispositivos, implantes e injertos cardiovasculares"
"T828";"Otras complicaciones especificadas de dispositivos protesicos, implantes e injertos cardiovasculares"
"T829";"Complicacion no especificada de dispositivo protesico, implante e injerto cardiovascular"
"T83";"Complicaciones De Dispositivos, Implantes E Injertos Genitourinarios"
"T830";"Complicacion mecanica de cateter urinario (fijo)"
"T831";"Complicacion mecanica de otros dispositivos e implantes urinarios"
"T832";"Complicacion mecanica de injerto en organo urinario"
"T833";"Complicacion mecanica de dispositivo anticonceptivo intrauterino"
"T834";"Complicacion mecanica de otros dispositivos, implantes e injertos en el tracto genital"
"T835";"Infeccion y reaccion inflamatoria debidas a dispositivo protesico, implante e injerto en el sistema urinario"
"T836";"Infeccion y reaccion inflamatoria debidas a dispositivo protesico, implante e injerto en el tracto genital"
"T838";"Otras complicaciones de dispositivos protesicos, implantes e injertos genitourinarios"
"T839";"Complicacion no especificada de dispositivo protesico, implante e injerto genitourinario"
"T84";"Complicaciones De Dispositivos Protesicos, Implantes E Injertos Ortopedicos Internos"
"T840";"Complicacion mecanica de protesis articular interna"
"T841";"Complicacion mecanica de dispositivo de fijacion interna de huesos de un miembro"
"T842";"Complicacion mecanica de dispositivo de fijacion interna de otros huesos"
"T843";"Complicacion mecanica de otros dispositivos oseos, implantes e injertos"
"T844";"Complicacion mecanica de otros dispositivos protesicos, implantes e injertos ortopedicos internos"
"T845";"Infeccion y reaccion inflamatoria debidas a protesis articular interna"
"T846";"infeccion y reaccion inflamatoria debidas a dispositivo de fijacion interna [cualquier sitio]"
"T847";"Infeccion y reaccion inflamatoria debidas a otros dispositivos protesicos, implantes e injertos ortopedicos internos"
"T848";"Otras complicaciones de dispositivos protesicos, implantes e injertos ortopedicos internos"
"T849";"Complicaciones no especificadas de dispositivos protesicos, implantes e injertos ortopedicos internos"
"T85";"Complicaciones De Dispositivos Protesicos, Implantes E Injertos Internos"
"T850";"Complicacion mecanica de derivacion (anastomotica) ventricular intracraneal"
"T851";"Complicacion mecanica de implante de estimulador electronico del sistema nervioso"
"T852";"Complicacion mecanica de lentes intraoculares"
"T853";"Complicacion mecanica de otros dispositivos protesicos, implantes e injertos oculares"
"T854";"Complicacion mecanica de protesis e implante de mama"
"T855";"Complicacion mecanica de dispositivo protesico, implante e injerto gastrointestinal"
"T856";"Complicacion mecanica de otros dispositivos protesicos, implantes e injertos internos especificados"
"T857";"Infeccion y reaccion inflamatoria debidas a otros dispositivos protesicos, implantes e injertos internos"
"T858";"Otras complicaciones de dispositivos protesicos, implantes e injertos internos, no clasificadas en otra parte"
"T859";"Complicacion no especificada de dispositivo protesico, implante e injerto interno"
"T86";"Falla Y Rechazo Del Trasplante De Organos Y Tejidos"
"T860";"Rechazo de trasplante de medula osea"
"T861";"Falla y rechazo de trasplante de rinon"
"T862";"Falla y rechazo de trasplante de corazon"
"T863";"Falla y rechazo de trasplante de pulmon-corazon"
"T864";"Falla y rechazo de trasplante de higado"
"T868";"Falla y rechazo de  otros organos y tejidos trasplantados"
"T869";"Falla y rechazo de trasplante de organo y tejido no especificado"
"T87";"Complicaciones Peculiares De La Reinsercion Y Amputacion"
"T870";"Complicaciones de la reinsercion (de parte) de extremidad superior"
"T871";"Complicaciones de la reinsercion (de parte) de extremidad inferior"
"T872";"Complicaciones de otras partes del cuerpo reinsertadas"
"T873";"Neuroma de munon de amputacion"
"T874";"Infeccion de munon de amputacion"
"T875";"Necrosis de munon de amputacion"
"T876";"Otras complicaciones y las no especificadas de munon de amputacion"
"T88";"Otras Complicaciones De La Atencion Medica Y Quirurgica, No Clasificadas En Otra Parte"
"T880";"Infeccion consecutiva a inmunizacion"
"T881";"Otras complicaciones consecutivas a inmunizacion, no clasificadas en otra parte"
"T882";"Choque debido a la anestesia"
"T883";"Hipertermia maligna debida a la anestesia"
"T884";"Falla o dificultad de la intubacion"
"T885";"Otras complicaciones de la anestesia"
"T886";"Choque anafilactico debido a efecto adverso de droga o medicamento correcto administrado apropiadamente"
"T887";"Efecto adverso no especificado de droga o medicamento"
"T888";"Otras complicaciones especificadas de la atencion medica y quirurgica, no clasificadas en otra parte"
"T889";"Complicaciones no especificadas de la atencion medica y quirurgica"
"T90";"Secuelas De Traumatismos De La Cabeza"
"T900";"Secuelas de traumatismo superficial de la cabeza"
"T901";"Secuelas de herida de la cabeza"
"T902";"Secuelas de fractura del craneo y de huesos faciales"
"T903";"Secuelas de traumatismo de nervios craneales"
"T904";"Secuelas de traumatismo del ojo y de la orbita"
"T905";"Secuelas de traumatismo intracraneal"
"T908";"Secuelas de otros traumatismos especificados de la cabeza"
"T909";"Secuelas de traumatismo no especificado de la cabeza"
"T91";"Secuelas De Traumatismos Del Cuello Y Del Tronco"
"T910";"Secuelas de traumatismo superficial y de heridas del cuello y del tronco"
"T911";"Secuelas de fractura de la columna vertebral"
"T912";"Secuelas de otra fractura del torax y de la pelvis"
"T913";"Secuelas de traumatismo de la medula espinal"
"T914";"Secuelas de traumatismo de organos intratoracicos"
"T915";"Secuelas de traumatismo de organos intraabdominales y pelvicos"
"T918";"Secuelas de otros traumatismos especificados del cuello y del tronco"
"T919";"Secuelas de traumatismo no especificado del cuello y del tronco"
"T92";"Secuelas De Traumatismos De Miembro Superior"
"T920";"Secuelas de herida de miembro superior"
"T921";"Secuelas de fractura del brazo"
"T922";"Secuelas de fractura de la muneca y de la mano"
"T923";"Secuelas de luxacion, torcedura y esquince de miembro superior"
"T924";"Secuelas de traumatismo de nervio de miembro superior"
"T925";"Secuelas de traumatismo de tendon y musculo de miembro superior"
"T926";"Secuelas de aplastamiento y amputacion traumaticas de miembro superior"
"T928";"Secuelas de otros traumatismos especificados de miembro superior"
"T929";"Secuelas de traumatismo no especificado de miembro superior"
"T93";"Secuelas De Traumatismos De Miembro Inferior"
"T930";"Secuelas de herida de miembro inferior"
"T931";"Secuelas de fractura del femur"
"T932";"Secuelas de otras fracturas de miembro inferior"
"T933";"Secuelas de luxacion, torcedura y esguince de miembro inferior"
"T934";"Secuelas de traumatismo de nervio de miembro inferior"
"T935";"Secuelas de traumatismo de tendon y musculo de miembro inferior"
"T936";"Secuelas de aplastamiento y amputacion traumaticas de miembro inferior"
"T938";"Secuelas de otros traumatismos especificados de miembro inferior"
"T939";"Secuelas de traumatismo no especificado de miembro inferior"
"T94";"Secuelas De Traumatismos Que Afectan Multiples Regiones Del Cuerpo Y Las No Especificadas"
"T940";"Secuelas de traumatismos que afectan  multiples regiones del cuerpo"
"T941";"Secuelas de traumatismos de regiones no especificadas del cuerpo"
"T95";"Secuelas De Quemaduras, Corrosiones Y Congelamientos"
"T950";"Secuelas de quemadura, corrosion y congelamiento de la cabeza y del cuello"
"T951";"Secuelas de quemadura, corrosion y congelamiento del tronco"
"T952";"Secuelas de quemadura, corrosion y congelamiento de miembro superior"
"T953";"Secuelas de quemadura, corrosion y congelamiento de miembro inferior"
"T954";"Secuelas de quemadura y corrosion clasificables solo de acuerdo con la extension de la superficie del cuerpo afectada"
"T958";"Secuelas de otras quemaduras, corrosiones y congelamientos especificados"
"T959";"Secuelas de quemadura, corrosion y congelamiento no especificados"
"T96";"Secuelas De Envenenamientos Por Drogas, Medicamentos Y Sustancias Biologicas"
"T96X";"Secuelas de envenenamientos por drogas, medicamentos y sustancias biologicas"
"T97";"Secuelas De Efectos Toxicos De Sustancias De Procedencia No Medicinal"
"T97X";"Secuelas de efectos  toxicos de sustancias de procedencia principalmente no medicinal"
"T98";"Secuelas De Otros Efectos Y Los No Especificados De Causas Externas"
"T980";"Secuelas de efectos de cuerpos extranos que penetran en orificios naturales"
"T981";"Secuelas de otros efectos y los no especificados de causas externas"
"T982";"Secuelas de ciertas complicaciones precoces de los traumatismos"
"T983";"Secuelas de complicaciones de la atencion medica y quirurgica, no clasificadas en otras parte"
"U04";"Sindrome Respiratorio Agudo Grave [SRAG]"
"U049";"Sindrome respiratorio agudo grave [SRAG], no especificado"
"U06";"Uso emergente de U06"
"U060";"Uso emergente de U06.0"
"U061";"Uso emergente de U06.1"
"U062";"Uso emergente de U06.2"
"U063";"Uso emergente de U06.3"
"U064";"Uso emergente de U06.4"
"U065";"Uso emergente de U06.5"
"U066";"Uso emergente de U06.6"
"U067";"Uso emergente de U06.7"
"U068";"Uso emergente de U06.8"
"U07";"Uso de emergencia de U07"
"U070";"Trastorno relacionado con el vapeo"
"U071";"COVID-19, virus identificado"
"U072";"COVID-19, virus no identificado"
"U073";"Uso de emergencia de U07.3"
"U074";"Uso de emergencia de U07.4"
"U075";"Uso de emergencia de U07.5"
"U076";"Uso de emergencia de U07.6"
"U077";"Uso de emergencia de U07.7"
"U078";"Uso de emergencia de U07.8"
"U079";"Uso de emergencia de U07.9"
"U08";"Historia personal de COVID-19"
"U089";"Historia personal de COVID-19, no especificada"
"U09";"Condición de salud posterior a COVID-19"
"U099";"Condición de salud posterior a COVID-19, no especificada"
"U10";"Sindrome inflamatorio multisistemico asociado con COVID-19"
"U109";"Sindrome inflamatorio multisistemico asociado con COVID-19, no especificado"
"U11";"Necesidad de Inmunización contra COVID-19"
"U119";"Necesidad de Inmunización contra COVID-19, no especificada"
"U12";"Vacunas COVID-19 que causan efectos adversos en uso terapéutico"
"U129";"Vacunas COVID-19 que causan efectos adversos en uso terapéutico, no especificados"
"U82";"Resistencia a antibióticos betalactámicos"
"U820";"Resistencia a penicilina "
"U821";"Resistencia a meticilina"
"U822";"Resistencia a betalactamasa de espectro extendido (BLEE)"
"U828";"Resistencia a otros antibióticos betaláctamicos"
"U829";"Resistencia a antibióticos betaláctamicos, no especificados"
"U83";"Resistencia a otros antibióticos"
"U830";"Resistencia a vancomicina"
"U831";"Resistencia a otros antibióticos similares a vancomicina"
"U832";"Resistencia a quinolonas"
"U837";"Resistencia a múltiples antibióticos"
"U838";"Resistencia a otros antibióticos únicos especificados"
"U839";"Resistencia a antibióticos no especificados"
"U84";"Resistencia a otras drogas antimicrobianas"
"U840";"Resistencia a drogas antiparasitarias"
"U841";"Resistencia a drogas antimicóticas"
"U842";"Resistencia a drogas antivirales"
"U843";"Resistencia a drogas antituberculosas"
"U847";"Resistencia a múltiples drogas antimicrobianas"
"U848";"Resistencia a otras drogas antimicrobianas especificadas"
"U849";"Resistencia a drogas antimicrobianas no especificadas"
"U85";"Resistencia a drogas antineoplásicas"
"U85X";"Resistencia a drogas antineoplásicas"
"V01";"Peaton Lesionado Por Colision Con Vehiculo De Pedal"
"V010";"Peaton lesionado por colision con vehiculo de pedal, accidente no de transito"
"V011";"Peaton lesionado por colision con vehiculo de pedal, accidente de transito"
"V019";"Peaton lesionado por colision con vehiculo de pedal, accidente no especificado como de transito o no de transito"
"V02";"Peaton Lesionado Por Colision Con Vehiculo De Dos O Tres Ruedas"
"V020";"Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas, accidente no de transito"
"V021";"Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas, accidente de transito"
"V029";"Peaton lesionado por colision con vehiculo  de motor de dos o tres ruedas, accidente no especificado como de transito o no de transito"
"V03";"Peaton Lesionado Por Colision Con Automovil Camioneta Furgoneta"
"V030";"Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente no de transito"
"V031";"Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente de transito"
"V039";"Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente no especificado como de transito o no de transito"
"V04";"Peaton Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V040";"Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente no de transito"
"V041";"Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente de transito"
"V049";"Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente no especificado como de transito o no de transito"
"V05";"Peaton Lesionado Por Colision Con Tren O Vehiculo De Rieles"
"V050";"Peaton lesionado por colision con tren o vehiculo de rieles, accidente no de transito"
"V051";"Peaton lesionado por colision con tren o vehiculo de rieles, accidente de transito"
"V059";"Peaton lesionado por colision con tren o vehiculo de rieles, accidente no especificado como de transito o no de transito"
"V06";"Peaton Lesionado Por Colision Con Otros Vehiculo Sin Motor"
"V060";"Peaton lesionado por colision con otros vehiculos sin motor, accidente no de transito"
"V061";"Peaton lesionado por colision con otros vehiculos sin motor, accidente de transito"
"V069";"Peaton lesionado por colision con otros vehiculos sin motor, accidente no especificado como de transito o no de transito"
"V09";"Peaton Lesionado En Otros Accidentes De Transporte, Y En Los No Especificados"
"V090";"Peaton lesionado en accidente no de transito que involucra otros vehiculos de motor, y los no especificados"
"V091";"Peaton lesionado en accidente no de transito no especificado"
"V092";"Peaton lesionado en accidente de transito que involucra otros vehiculos de motor, y los no especificados"
"V093";"Peaton lesionado en accidente de transito no especificado"
"V099";"Peaton lesionado en accidente de transporte no especificado"
"V10";"Ciclista Lesionado Por Colision Con Peaton O Animal"
"V100";"Ciclista lesionado por colision con peaton o animal, conductor lesionado en accidente no de transito"
"V101";"Ciclista lesionado por colision con peaton o animal, pasajero lesionado en accidente no de transito"
"V102";"Ciclista lesionado por colision con peaton o animal, ciclista no especificado, lesionado en accidente no de transito"
"V103";"Ciclista lesionado por colision con peaton o animal, persona lesionada al subir o bajar del vehiculo"
"V104";"Ciclista lesionado por colision con peaton o animal, conductor lesionado en accidente de transito"
"V105";"Ciclista lesionado por colision con peaton o animal, pasajero lesionado en accidente de transito"
"V109";"Ciclista lesionado por colision con peaton o animal, ciclista no especificado, lesionado en accidente de transito"
"V11";"Ciclista Lesionado Por Colision Con Otro Ciclista"
"V110";"Ciclista lesionado por colision con otro ciclista, conductor lesionado en accidente no de transito"
"V111";"Ciclista lesionado por colision con otro ciclista, pasajero lesionado en accidente no de transito"
"V112";"Ciclista lesionado por colision con otro ciclista, ciclista no especificado, lesionado en accidente no de transito"
"V113";"Ciclista lesionado por colision con otro ciclista, persona lesionada al subir o bajar del vehiculo"
"V114";"Ciclista lesionado por colision con otro ciclista, conductor lesionado en accidente de transito"
"V115";"Ciclista lesionado por colision con otro ciclista, pasajero lesionado en accidente de transito"
"V119";"Ciclista lesionado por colision con otro ciclista, ciclista no especificado, lesionado en accidente de transito"
"V12";"Ciclista Lesionado Por Colision Con Vehiculo De Dos O Tres Ruedas"
"V120";"Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas, conductor lesionado en accidente no de transito"
"V121";"Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas, pasajero lesionado en accidentes no de transito"
"V122";"Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas, ciclista no especificado,  lesionado en accidente no de transito"
"V123";"Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas, persona lesionada al subir o bajar del vehiculo"
"V124";"Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas, conductor lesionado en accidente de transito"
"V125";"Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas, pasajero lesionado en accidente de transito"
"V129";"Ciclista lesionado por colision con vehiculo de motor de dos o tres ruedas, ciclista no especificado, lesionado en accidente de transito"
"V13";"Ciclista Lesionado Por Colision Con Automovil, Camioneta O Furgoneta"
"V130";"Ciclista lesionado por colision con automovil, camioneta o furgoneta, conductor lesionado en accidente no de transito"
"V131";"Ciclista lesionado por colision con automovil, camioneta o furgoneta, pasajero lesionado en accidente no de transito"
"V132";"Ciclista lesionado por colision con automovil, camioneta o furgoneta, ciclista no especificado lesionado en accidente no de transito"
"V133";"Ciclista lesionado por colision con automovil, camioneta o furgoneta, persona lesionada al subir o bajar del vehiculo"
"V134";"Ciclista lesionado por colision con automovil, camioneta o furgoneta, conductor lesionado en accidente de transito"
"V135";"Ciclista lesionado por colision con automovil, camioneta o furgoneta, pasajero lesionado en accidente de transito"
"V139";"Ciclista lesionado por colision con automovil, camioneta o furgoneta, ciclista no especificado, lesionado en accidente de transito"
"V14";"Ciclista Lesionado Por Colision Con Vehiculo De Transporte Pesado O Bus"
"V140";"Ciclista lesionado por colision con vehiculo de transporte pesado o autobus, conductor lesionado en accidente no de transito"
"V141";"Ciclista lesionado por colision con vehiculo de transporte pesado o autobus, pasajero lesionado en accidente no de transito"
"V142";"Ciclista lesionado por colision con vehiculo de transporte pesado o autobus, ciclista no especificado, lesionado en accidente no de transito"
"V143";"Ciclista lesionado por colision con vehiculo de transporte pesado o autobus, persona lesionada al subir o bajar del vehiculo"
"V144";"Ciclista lesionado por colision con vehiculo de transporte pesado o autobus, conductor lesionado en accidente de transito"
"V145";"Ciclista lesionado por colision con vehiculo de transporte pesado o autobus, pasajero lesionado en accidente de transito"
"V149";"Ciclista lesionado por colision con vehiculo de transporte pesado o autobus, ciclista no especificado, lesionado en accidente de transito"
"V15";"Ciclista Lesionado Por Colision Con Tren O Vehiculo De Rieles"
"V150";"Ciclista lesionado por colision con tren o vehiculo de rieles, conductor lesionado en accidente no de transito"
"V151";"Ciclista lesionado por colision con tren o vehiculo de rieles, pasajero lesionado en accidente no de transito"
"V152";"Ciclista lesionado por colision con tren o vehiculo de rieles, ciclista no especificado, lesionado en accidente no de transito"
"V153";"Ciclista lesionado por colision con tren o vehiculo de rieles, persona lesionada al subir o bajar del vehiculo"
"V154";"Ciclista lesionado por colision con tren o vehiculo de rieles, conductor lesionado en accidente de transito"
"V155";"Ciclista lesionado por colision con tren o vehiculo de rieles, pasajero lesionado en accidente de transito"
"V159";"Ciclista lesionado por colision con tren o vehiculo de rieles, ciclista no especificado, lesionado en accidente de transito"
"V16";"Ciclista Lesionado Por Colision Con Otros Vehiculos Sin Motor"
"V160";"Ciclista lesionado por colision con otros vehiculos sin motor, conductor lesionado en accidente no de transito"
"V161";"Ciclista lesionado por colision con otros vehiculos sin motor, pasajero lesionado en accidente no de transito"
"V162";"Ciclista lesionado por colision con otros vehiculos sin motor, ciclista no especificado, lesionado en accidente no de transito"
"V163";"Ciclista lesionado por colision con otros vehiculos sin motor, persona lesionada al subir o bajar del vehiculo"
"V164";"Ciclista lesionado por colision con otros vehiculos sin motor, conductor lesionado en accidente de transito"
"V165";"Ciclista lesionado por colision con otros vehiculos sin motor, pasajero lesionado en accidente de transito"
"V169";"Ciclista lesionado por colision con otros vehiculos sin motor, ciclista no especificado, lesionado en accidente de transito"
"V17";"Ciclista Lesionado Por Colision Con Objeto Estacionado O Fijo"
"V170";"Ciclista lesionado por colision con objeto estacionado o fijo, conductor lesionado en accidente no de transito"
"V171";"Ciclista lesionado por colision con objeto estacionado o fijo, pasajero lesionado en accidente no de transito"
"V172";"Ciclista lesionado por colision con objeto estacionado o fijo, ciclista no especificado, lesionado en accidente no de transito"
"V173";"Ciclista lesionado por colision con objeto estacionado o fijo, persona lesionada al subir o bajar del vehiculo"
"V174";"Ciclista lesionado por colision con objeto estacionado o fijo, conductor lesionado en accidente de transito"
"V175";"Ciclista lesionado por colision con objeto estacionado o fijo, pasajero lesionado en accidente de transito"
"V179";"Ciclista lesionado por colision con objeto estacionado o fijo, ciclista no especificado, lesionado en accidente de transito"
"V18";"Ciclista Lesionado En Accidente De Transporte Sin Colision"
"V180";"Ciclista lesionado en accidente de transporte sin colision, conductor lesionado en accidente no de transito"
"V181";"Ciclista lesionado en accidente de transporte sin colision, pasajero lesionado en accidente no de transito"
"V182";"Ciclista lesionado en accidente de transporte sin colision, ciclista no especificado, lesionado en accidente no de transito"
"V183";"Ciclista lesionado en accidente de transporte sin colision, persona lesionada al subir o bajar del vehiculo"
"V184";"Ciclista lesionado en accidente de transporte sin colision, conductor lesionado en accidente de transito"
"V185";"Ciclista lesionado en accidente de transporte sin colision, pasajero lesionado en accidente de transito"
"V189";"Ciclista lesionado en accidente de transporte sin colision, ciclista no especificado, lesionado en accidente de transito"
"V19";"Ciclista Lesionado En Otros Accidentes De Transporte, Y En Los No Especificados"
"V190";"Conductor de vehiculo de pedal lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente no de transito"
"V191";"Pasajero de vehiculo de pedal lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente no de transito"
"V192";"Ciclista no especificado  lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente no de transito"
"V193";"Ciclista (cualquiera) lesionado en accidente no de transito, no especificado"
"V194";"Conductor de vehiculo de pedal lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente de transito"
"V195";"Pasajero de vehiculo de pedal lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente de transito"
"V196";"Ciclista no especificado lesionado por colision con otros vehiculos de motor, y con los no especificado, en accidente de transito"
"V198";"Ciclista [cualquiera] lesionado en otros accidentes de transporte especificados"
"V199";"Ciclista [cualquiera] lesionado en accidente de transito no especificado"
"V20";"Motociclista Lesionado Por Colision Con Peaton O Animal"
"V200";"Motociclista lesionado por colision con peaton o animal, conductor lesionado en accidente no de transito"
"V201";"Motociclista lesionado por colision con peaton o animal, pasajero lesionado en accidente no de transito"
"V202";"Motociclista lesionado por colision con peaton o animal, motociclista no especificado, lesionado en accidente no de transito"
"V203";"Motociclista lesionado por colision con peaton o animal, persona lesionada al subir o bajar del vehiculo"
"V204";"Motociclista lesionado por colision con peaton o animal, conductor lesionado en accidente de transito"
"V205";"Motociclista lesionado por colision con peaton o animal, pasajero lesionado en accidente de transito"
"V209";"Motociclista lesionado por colision con peaton o animal, motociclista no especificado, lesionado en accidente de transito"
"V21";"Motociclista Lesionado Por Colision Con Vehiculo De Pedal"
"V210";"Motociclista lesionado por colision con vehiculo de pedal, conductor lesionado en accidente no de transito"
"V211";"Motociclista lesionado por colision con vehiculo de pedal, pasajero lesionado en accidente no de transito"
"V212";"Motociclista lesionado por colision con vehiculo de pedal, motociclista no especificado, lesionado en accidente no de transito"
"V213";"Motociclista lesionado por colision con vehiculo de pedal, persona lesionada al subir o bajar del vehiculo"
"V214";"Motociclista lesionado por colision con vehiculo de pedal, conductor lesionado en accidente de transito"
"V215";"Motociclista lesionado por colision con vehiculo de pedal, pasajero lesionado en accidente de transito"
"V219";"Motociclista lesionado por colision con vehiculo de pedal, motociclista no especificado, lesionado en accidente de transito"
"V22";"Motociclista Lesionado Por Colision Con Vehiculo De Dos O Tres Ruedas"
"V220";"Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas, conductor lesionado en accidente no de transito"
"V221";"Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas, pasajero lesionado en accidente no de transito"
"V222";"Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas, motociclista no especificado, lesionado en accidente no de transito"
"V223";"Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas, persona lesionada al subir o bajar del vehiculo"
"V224";"Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas, conductor lesionado en accidente de transito"
"V225";"Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas, pasajero lesionado en accidente de transito"
"V229";"Motociclista lesionado por colision con vehiculo de motor de dos o tres ruedas, motociclista no especificado, lesionado en accidente de transito"
"V23";"Motociclista Lesionado Por Colision Con Automovil, Camioneta O Furgoneta"
"V230";"Motociclista lesionado por colision con automovil, camioneta o furgoneta, conductor lesionado en accidente no de transito"
"V231";"Motociclista lesionado por colision con automovil, camioneta o furgoneta, pasajero  lesionado en accidente no de transito"
"V232";"Motociclista lesionado por colision con automovil, camioneta o furgoneta, motociclista no especificado lesionado en accidente no de transito"
"V233";"Motociclista lesionado por colision con automovil, camioneta o furgoneta, persona lesionada al subir o bajar del vehiculo"
"V234";"Motociclista lesionado por colision con automovil, camioneta o furgoneta, conductor lesionado en accidente de transito"
"V235";"Motociclista lesionado por colision con automovil, camioneta o furgoneta, pasajero lesionado en accidente de transito"
"V239";"Motociclista lesionado por colision con automovil, camioneta o furgoneta, motociclista no especificado, lesion en accidente de transito"
"V24";"Motociclista Lesionado Por Colision Con Vehiculo De Transporte Pesado O Bus"
"V240";"Motociclista lesionado por colision con vehiculo de transporte pesado o autobus, conductor lesionado en accidente no de transito"
"V241";"Motociclista lesionado por colision con vehiculo de transporte pesado o autobus, pasajero lesionado en accidente no de transito"
"V242";"Motociclista lesionado por colision con vehiculo de transporte pesado o autobus, motociclista no especificado, lesionado en accidente no de transito"
"V243";"Motociclista lesionado por colision con vehiculo de transporte pesado o autobus, persona lesionada al subir o bajar del vehiculo"
"V244";"Motociclista lesionado por colision con vehiculo de transporte pesado o autobus, conductor lesionado en accidente de transito"
"V245";"Motociclista lesionado por colision con vehiculo de transporte pesado o autobus, pasajero lesionado en accidente de transito"
"V249";"Motociclista lesionado por colision con vehiculo de transporte pesado o autobus, motociclista no especificado, lesionado en accidente de transito"
"V25";"Motociclista Lesionado Por Colision Con Tren O Vehiculo De Rieles"
"V250";"Motociclista lesionado por colision con tren o vehiculo de rieles, conductor lesionado en accidente no de transito"
"V251";"Motociclista lesionado por colision con tren o vehiculo de rieles, pasajero lesionado en accidente no de transito"
"V252";"Motociclista lesionado por colision con tren o vehiculo de rieles, motociclista no especificado, lesionado en accidente no de transito"
"V253";"Motociclista lesionado por colision con tren o vehiculo de rieles, persona lesionada al subir o bajar del vehiculo"
"V254";"Motociclista lesionado por colision con tren o vehiculo de rieles, conductor lesionado en accidente de transito"
"V255";"Motociclista lesionado por colision con tren o vehiculo de rieles, pasajero lesionado en accidente de transito"
"V259";"Motociclista lesionado por colision con tren o vehiculo de rieles, motociclista no especificado, lesionado en accidente de transito"
"V26";"Motociclista Lesionado Por Colision Con Otros Vehiculo Sin Motor"
"V260";"Motociclista lesionado por colision con otros vehiculos sin motor, conductor lesionado en accidente no de transito"
