"code";"description"
"810521";"ARTRODESIS DE LA REGIÓN TORACOLUMBAR TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810522";"ARTRODESIS DE LA REGIÓN TORACOLUMBAR TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA "
"810523";"ARTRODESIS DE LA REGIÓN TORACOLUMBAR TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810524";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR DE UNO A TRES SEGMENTOS TRANSFORAMINAL ABIERTA"
"810525";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR DE UNO A TRES SEGMENTOS TRANSFORAMINAL PERCUTÁNEA"
"810526";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR MÁS DE TRES SEGMENTOS TRANSFORAMINAL ABIERTA"
"810527";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR MÁS DE TRES SEGMENTOS TRANSFORAMINAL PERCUTÁNEA"
"810528";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL DE UNO A TRES SEGMENTOS ABIERTA"
"810529";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL DE UNO A TRES SEGMENTOS PERCUTÁNEA"
"810530";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL MÁS DE TRES SEGMENTOS ABIERTA"
"810531";"ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL MÁS DE TRES SEGMENTOS PERCUTÁNEA"
"810532";"ARTRODESIS INTERCORPORAL TORÁCICA VÍA POSTEROLATERAL DE UNA VÉRTEBRA"
"810533";"ARTRODESIS INTERCORPORAL TORÁCICA VÍA POSTEROLATERAL MÁS DE UNA VÉRTEBRA"
"810605";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810606";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810607";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ENDOSCÓPICA"
"810608";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810609";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810610";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ENDOSCÓPICA"
"810613";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ABIERTA"
"810614";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810615";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ENDOSCÓPICA"
"810616";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ABIERTA"
"810617";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810618";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ENDOSCÓPICA"
"810619";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810620";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810621";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL SIN INSTRUMENTACIÓN VÍA ENDOSCÓPICA"
"810622";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL CON INSTRUMENTACIÓN VÍA ABIERTA"
"810623";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810624";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL CON INSTRUMENTACIÓN VÍA ENDOSCÓPICA"
"810625";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR TRANSACRA CON INSTRUMENTACIÓN VÍA RETROPERITONEAL"
"810626";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810627";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810628";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA"
"810629";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810630";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810631";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810632";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA"
"810633";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810634";"ARTRODESIS INTERSOMÁTICA LUMBOSACRA HASTA DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ABIERTA"
"810635";"ARTRODESIS INTERSOMÁTICA LUMBOSACRA HASTA DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA PERCUTÁNEA"
"810636";"ARTRODESIS INTERSOMÁTICA LUMBOSACRA HASTA DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ENDOSCÓPICA"
"810637";"ARTRODESIS INTERSOMÁTICA LUMBOSACRA MÁS DE DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ABIERTA"
"810638";"ARTRODESIS INTERSOMÁTICA LUMBOSACRA MÁS DE DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL  VÍA PERCUTÁNEA"
"810639";"ARTRODESIS INTERSOMÁTICA LUMBOSACRA MÁS DE DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ENDOSCÓPICA"
"810640";"ARTRODESIS INTERSOMÁTICA TRANSACRA ANTERIOR VÍA ABIERTA"
"810641";"ARTRODESIS INTERSOMÁTICA TRANSACRA ANTERIOR VÍA PERCUTÁNEA"
"810642";"ARTRODESIS INTERCORPORAL LUMBOSACRA UNA VÉRTEBRA TÉCNICA ANTERIOR O LATERAL VÍA ABIERTA"
"810643";"ARTRODESIS INTERCORPORAL LUMBOSACRA UNA VÉRTEBRA TÉCNICA ANTERIOR O LATERAL VÍA PERCUTÁNEA"
"810644";"ARTRODESIS INTERCORPORAL LUMBOSACRA UNA VÉRTEBRA TÉCNICA ANTERIOR O LATERAL VÍA ENDOSCÓPICA"
"810645";"ARTRODESIS INTERCORPORAL LUMBOSACRA MÁS DE UNA VÉRTEBRA  TÉCNICA ANTERIOR O LATERAL VÍA ABIERTA"
"810646";"ARTRODESIS INTERCORPORAL LUMBOSACRA MÁS DE UNA VÉRTEBRA TÉCNICA ANTERIOR O LATERAL  VÍA PERCUTÁNEA"
"810647";"ARTRODESIS INTERCORPORAL LUMBOSACRA MÁS DE UNA VÉRTEBRA TÉCNICA ANTERIOR O LATERAL VÍA ENDOSCÓPICA"
"810648";"LAMINOPLASTIA LUMBAR HASTA DOS SEGMENTOS VÍA POSTERIOR"
"810649";"LAMINOPLASTIA LUMBAR MÁS DE DOS SEGMENTOS VÍA POSTERIOR"
"810817";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810818";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810819";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810820";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810821";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ABIERTA"
"810822";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810823";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ABIERTA"
"810824";"ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA POSTERIOR MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA PERCUTANEA"
"810825";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810826";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810827";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA"
"810828";"ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810829";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810830";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810831";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA"
"810832";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810833";"ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA POSTERIOR CON INSTRUMENTACIÓN INTERCRESTILIA"
"810834";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA"
"810835";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810836";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA"
"810837";"ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA"
"810838";"ARTRODESIS INTERSOMÁTICA POSTEROLATERAL O TRANSFORAMINAL HASTA DOS SEGMENTOS VÍA ABIERTA"
"810839";"ARTRODESIS INTERSOMÁTICA POSTEROLATERAL O TRANSFORAMINAL HASTA DOS SEGMENTOS VÍA PERCUTÁNEA"
"810840";"ARTRODESIS INTERSOMÁTICA POSTEROLATERAL O TRANSFORAMINAL HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA"
"810841";"ARTRODESIS INTERSOMÁTICA POSTEROLATERAL O TRANSFORAMINAL MÁS DE DOS SEGMENTOS VÍA ABIERTA"
"810842";"ARTRODESIS INTERSOMÁTICA POSTEROLATERAL O TRANSFORAMINAL MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA"
"810843";"ARTRODESIS INTERSOMÁTICA POSTEROLATERAL O TRANSFORAMINAL MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA"
"810844";"ARTRODESIS INTERSOMÁTICA TRANSACRA POSTERIOR VÍA ABIERTA"
"810845";"ARTRODESIS INTERSOMÁTICA TRANSACRA POSTERIOR VÍA PERCUTÁNEA"
"810846";"ARTRODESIS INTERSOMÁTICA INTERESPINOSA POSTERIOR VÍA ABIERTA"
"810847";"ARTRODESIS INTERSOMÁTICA INTERESPINOSA POSTERIOR VÍA PERCUTÁNEA"
"810848";"ARTRODESIS INTERSOMÁTICA INTERESPINOSA POSTERIOR VÍA ENDOSCÓPICA"
"810849";"ARTRODESIS INTERCORPORAL LUMBOSACRA VÍA POSTEROLATERAL DE UNA VÉRTEBRA"
"810850";"ARTRODESIS INTERCORPORAL LUMBOSACRA VÍA POSTEROLATERAL MÁS DE UNA VÉRTEBRA"
"810851";"ARTRODESIS INTERFACETARIA POSTERIOR VÍA ABIERTA"
"810852";"ARTRODESIS INTERFACETARIA POSTERIOR VÍA PERCUTÁNEA"
"810853";"ARTRODESIS INTERFACETARIA POSTERIOR VÍA ENDOSCÓPICA"
"810854";"MANIOBRAS DE MANIPULACIÓN (DESROTACIÓN, TRASLACIÓN, ENTRE OTRAS) DE IMPLANTE VERTEBRAL PARA ALINEACIÓN DE COLUMNA"
"810901";"REFUSIÓN DE COLUMNA OCCIPITOCERVICAL ANTERIOR O LATERAL"
"810902";"REFUSIÓN DE COLUMNA OCCIPITOCERVICAL POSTERIOR"
"810903";"REFUSIÓN DE COLUMNA CERVICAL ANTERIOR O LATERAL"
"810904";"REFUSIÓN DE COLUMNA CERVICAL POSTERIOR"
"810905";"REFUSIÓN DE COLUMNA CERVICOTORÁCICA ANTERIOR O LATERAL"
"810906";"REFUSIÓN DE COLUMNA CERVICOTORÁCICA POSTERIOR"
"810907";"REFUSIÓN DE COLUMNA TORÁCICA ANTERIOR O LATERAL"
"810908";"REFUSIÓN DE COLUMNA TORÁCICA POSTERIOR"
"810909";"REFUSIÓN DE COLUMNA TORACOLUMBAR ANTERIOR O LATERAL"
"810910";"REFUSIÓN DE COLUMNA TORACOLUMBAR POSTERIOR"
"810915";"REFUSIÓN DE COLUMNA LUMBOSACRA ANTERIOR O LATERAL"
"810916";"REFUSIÓN DE COLUMNA LUMBOSACRA POSTERIOR"
"810917";"REFUSIÓN DE COLUMNA LUMBOPÉLVICA ANTERIOR O LATERAL"
"810918";"REFUSIÓN DE COLUMNA LUMBOPÉLVICA POSTERIOR"
"811101";"ARTRODESIS TIBIO-TALAR VÍA ABIERTA"
"811102";"ARTRODESIS TIBIO-TALAR VÍA ARTROSCÓPICA"
"811103";"REVISIÓN DE ARTRODESIS TIBIO-TALAR VÍA ABIERTA"
"811104";"REVISIÓN DE ARTRODESIS TIBIO-TALAR VÍA ARTROSCÓPICA"
"811202";"ARTRODESIS SUBTALAR VÍA ABIERTA"
"811203";"ARTRODESIS SUBTALAR VÍA ARTROSCÓPICA"
"811204";"ARTRODESIS SUBTALAR DISTRACTORA CON INJERTO ESTRUCTURAL VÍA ABIERTA"
"811205";"ARTRODESIS CALCÁNEOCUBOIDEA VÍA ABIERTA"
"811206";"ARTRODESIS CALCÁNEOCUBOIDEA VÍA ARTROSCÓPICA"
"811207";"ARTRODESIS TALONAVICULAR VÍA ABIERTA"
"811208";"ARTRODESIS TALONAVICULAR VÍA ARTROSCÓPICA"
"811209";"ARTRODESIS TARSOMETATARSAL (CADA COLUMNA) VÍA ABIERTA"
"811210";"ARTRODESIS METATARSOFALÁNGICA (CADA UNA) VÍA ABIERTA"
"811211";"ARTRODESIS METATARSOFALÁNGICA (CADA UNA) VÍA ARTROSCÓPICA"
"811212";"ARTRODESIS INTERFALÁNGICA DE DEDO DEL PIE (CADA UNO) VÍA ABIERTA"
"811213";"REVISIÓN DE ARTRODESIS DE MEDIOPIE O RETROPIE (CADA UNA) VÍA ABIERTA"
"811214";"REVISIÓN DE ARTRODESIS DE MEDIOPIE O RETROPIE (CADA UNA) VÍA ARTROSCÓPICA"
"811215";"REVISIÓN DE ARTRODESIS METATARSOFALÁNGICA (CADA UNA) VÍA ABIERTA"
"811216";"REVISIÓN DE ARTRODESIS INTERFALÁNGICA (CADA UNA) VÍA ABIERTA"
"812001";"ARTRODESIS DE ARTICULACIÓN"
"812100";"ARTRODESIS DE CADERA SOD"
"812200";"ARTRODESIS DE RODILLA SOD"
"812301";"ARTRODESIS DE HOMBRO VÍA ABIERTA"
"812302";"ARTRODESIS DE HOMBRO POR ARTROSCOPIA"
"812401";"ARTRODESIS RADIOCUBITAL DISTAL"
"812402";"ARTRODESIS DE CODO"
"812503";"ARTRODESIS RADIOCARPIANA SIN INJERTO ÓSEO VÍA ABIERTA"
"812504";"ARTRODESIS RADIOCARPIANA CON INJERTO ÓSEO VÍA ABIERTA"
"812505";"ARTRODESIS RADIOCARPIANA SIN INJERTO ÓSEO VÍA ARTROSCÓPICA"
"812506";"ARTRODESIS RADIOCARPIANA CON INJERTO ÓSEO VÍA ARTROSCÓPICA"
"812601";"ARTRODESIS TRAPECIO-METACARPIANO"
"812602";"ARTRODESIS CARPO-METACARPIANA"
"812700";"ARTRODESIS METACARPO-FALÁNGICA SOD"
"812801";"ARTRODESIS INTERFALÁNGICA EN MANO SIN INJERTO (UNA O MÁS)"
"812802";"ARTRODESIS INTERFALÁNGICA EN MANO CON INJERTO (UNA O MÁS)"
"812903";"ARTRODESIS ESCAFOSEMILUNAR POR ARTROSCOPIA"
"812908";"ARTRODESIS INTERCARPIANA SIN INJERTO ÓSEO VÍA ABIERTA"
"812909";"ARTRODESIS INTERCARPIANA CON INJERTO ÓSEO VÍA ABIERTA"
"812910";"ARTRODESIS INTERCARPIANA SIN INJERTO ÓSEO VÍA ARTROSCÓPICA"
"812911";"ARTRODESIS INTERCARPIANA CON INJERTO ÓSEO VÍA ARTROSCÓPICA"
"812912";"ARTRODESIS SACROILÍACA SIN INSTRUMENTACIÓN"
"812913";"ARTRODESIS SACROILÍACA CON INSTRUMENTACIÓN"
"813101";"ARTROPLASTIA DE PIE Y ARTEJOS CON PRÓTESIS"
"813102";"ARTROPLASTIA DE PIE Y ARTEJOS SIN PRÓTESIS"
"813103";"ARTROPLASTIA POR INTERPOSICIÓN DE HUESOS DEL TARSO"
"813104";"ARTROPLASTIA POR INTERPOSICIÓN DE HUESOS DEL METATARSO"
"814101";"ARTROPLASTIA POR INTERPOSICIÓN O RESECCIÓN DE CADERA"
"814102";"CONDROPLASTIA DE ABRASIÓN DE CADERA POR ARTROSCOPIA"
"814103";"OSTEOCONDROPLASTIA DE CADERA VÍA ABIERTA"
"814104";"OSTEOCONDROPLASTIA DE CADERA POR ARTROSCOPIA"
"814210";"REPARACIÓN DE RODILLA CINCO EN UNO: MENISCOPLASTIA, REPARACIÓN DE LIGAMENTO COLATERAL MEDIAL, AVANZAMIENTO DE VASTUS MEDIAL O INTERNO, AVANZAMIENTO SEMITENDINOSO Y TRANSPOSICIÓN DE (PATA DE GANSO O PES ANSERINUS)"
"814220";"REPARACIÓN TRIADA DE RODILLA: MENISCOPLASTIAL CON REPARACIÓN DE LIGAMENTO CRUZADO ANTERIOR Y LIGAMENTO MEDIAL COLATERAL"
"814221";"CAPSULORRAFIA DE RODILLA"
"814410";"REALINEAMIENTO DE RÓTULA CON CIRUGÍA DE TEJIDOS BLANDOS"
"814420";"REALINEAMIENTO DE RÓTULA CON OSTEOTOMÍA DE TUBEROSIDAD ANTERIOR"
"814421";"REALINEAMIENTO DE RÓTULA CON TROCLEOPLASTIA FEMORAL"
"814501";"REPARACIÓN DE LIGAMENTO CRUZADO"
"814502";"RECONSTRUCCIÓN DE LIGAMENTO CRUZADO ANTERIOR CON AUTOINJERTO O ALOINJERTO VÍA ABIERTA"
"814503";"RECONSTRUCCIÓN DE LIGAMENTO CRUZADO POSTERIOR CON AUTOINJERTO O ALOINJERTO VÍA ABIERTA"
"814504";"RECONSTRUCCIÓN DE LIGAMENTO CRUZADO ANTERIOR CON INJERTO AUTÓLOGO O CON ALOINJERTO POR ARTROSCOPIA"
"814505";"RECONSTRUCCIÓN DE LIGAMENTO CRUZADO POSTERIOR CON INJERTO AUTÓLOGO O CON ALOINJERTO POR ARTROSCOPIA"
"814506";"RECONSTRUCCIÓN LIGAMENTARIA DE ESQUINA POSTEROLATERAL O POSTEROMEDIAL CON INJERTO AUTÓLOGO O ALOINJERTO"
"814507";"REVISIÓN DE RECONSTRUCCIÓN DE LIGAMENTO CRUZADO ANTERIOR CON AUTOINJERTO O ALOINJERTO VÍA ABIERTA"
"814508";"REVISIÓN DE RECONSTRUCCIÓN DE LIGAMENTO CRUZADO POSTERIOR CON AUTOINJERTO O ALOINJERTO VÍA ABIERTA"
"814509";"REVISIÓN DE RECONSTRUCCIÓN DE LIGAMENTO CRUZADO ANTERIOR CON INJERTO AUTÓLOGO O CON ALOINJERTO POR ARTROSCOPIA"
"814510";"REVISIÓN DE RECONSTRUCCIÓN DE LIGAMENTO CRUZADO POSTERIOR CON INJERTO AUTÓLOGO O CON ALOINJERTO POR ARTROSCOPIA"
"814601";"OTRA CORRECCIÓN LIGAMENTARIA MEDIAL O LATERAL O CÁPSULAR"
"814602";"OTRA RECONSTRUCCIÓN O TRANSFERENCIAS PARA LIGAMENTOS MEDIAL O LATERAL"
"814603";"CORRECCIÓN LIGAMENTARIA O CAPSULAR EN LUXACIÓN GLENOHUMERAL VÍA ABIERTA"
"814604";"CORRECCIÓN LIGAMENTARIA O CAPSULAR EN LUXACIÓN GLENOHUMERAL VÍA ARTROSCÓPICA"
"814605";"CORRECCIÓN LIGAMENTARIA O CAPSULAR EN LUXACIÓN ACROMIOCLAVICULAR VÍA ABIERTA"
"814606";"CORRECCIÓN LIGAMENTARIA O CAPSULAR EN LUXACIÓN ACROMIOCLAVICULAR VÍA ARTROSCÓPICA"
"814607";"RECONSTRUCCIÓN LIGAMENTARIA DE LUXACIÓN ACROMIOCLAVICULAR  CON AUTO O ALOINJERTO VÍA ABIERTA"
"814608";"RECONSTRUCCIÓN LIGAMENTARIA DE LUXACIÓN ACROMIOCLAVICULAR  CON AUTO O ALOINJERTO VÍA ARTROSCÓPICA"
"814609";"CORRECCIÓN LIGAMENTARIA O CAPSULAR EN LUXACIÓN ESTERNOCLAVICULAR VÍA ABIERTA"
"814610";"RECONSTRUCCIÓN LIGAMENTARIA DE LUXACIÓN ESTERNOCLAVICULAR  CON AUTO O ALOINJERTO VÍA ABIERTA"
"814611";"CORRECCIÓN CAPSULAR SUPERIOR DE HOMBRO CON INJERTO VÍA ABIERTA"
"814612";"CORRECCIÓN CAPSULAR SUPERIOR DE HOMBRO CON INJERTO VÍA ARTROSCÓPICA"
"814703";"RETINACULOPLASTIA (PARA LIBERACIÓN DE LA RÓTULA)"
"814704";"CONDROPLASTIA DE ABRASIÓN MÁS OSTEOTOMÍA TIBIAL POR ARTROSCOPIA"
"814705";"RELAJACIÓN DE RETINÁCULO LATERAL, MÁS OSTEOTOMÍA DE REALÍNEACIÓN, MÁS PLICATURA DE RETINÁCULO MEDIAL POR ARTROSCOPIA"
"814706";"RELAJACIÓN DE RETINÁCULO LATERAL POR ARTROSCOPIA"
"814707";"RELAJACIÓN DE RETINÁCULO LATERAL MÁS REALINEACIÓN DISTAL O PROXIMAL POR ARTROSCOPIA"
"814708";"FIJACIÓN DE LA RODILLA POR ARTROSCOPIA"
"814709";"FIJACIÓN E INJERTO ÓSEO DE LA RODILLA POR ARTROSCOPIA"
"814711";"SUTURA DE MENISCO MEDIAL O LATERAL, ABIERTA"
"814712";"SUTURA DE MENISCO MEDIAL O LATERAL, POR ARTROSCOPIA"
"814721";"SUTURA DE MENISCO MEDIAL Y LATERAL ABIERTA"
"814722";"SUTURA DE MENISCO MEDIAL Y LATERAL POR ARTROSCOPIA"
"814723";"LIBERACIÓN DE ADHERENCIAS DE RODILLA POR ARTROSCOPIA"
"814724";"REMODELACIÓN DE MENISCO MEDIAL Y LATERAL POR ARTROSCOPIA"
"814725";"CONDROPLASTIA DE ABRASIÓN PARA ZONA PATELAR POR ARTROSCOPIA"
"814726";"REMODELACION DE MENISCO ROTO (PICO DE LORO) POR ARTROSCOPIA"
"814727";"REPARACIÓN AGUDA DE LIGAMENTO CRUZADO"
"814728";"REPARACIÓN O FIJACIÓN DE RAÍZ DEL MENISCO MEDIAL O LATERAL POR ARTROSCOPIA"
"814729";"TRASPLANTE MENISCAL MEDIAL O LATERAL VÍA ABIERTA"
"814730";"TRASPLANTE MENISCAL MEDIAL O LATERAL POR ARTROSCOPIA"
"814731";"CONDROPLASTIA DE RODILLA POR ARTROSCOPIA"
"814732";"CONDROPLASTIA DE RODILLA CON INJERTO AUTÓLOGO O ALOINJERTO VÍA ABIERTA"
"814733";"CONDROPLASTIA DE RODILLA CON INJERTO AUTÓLOGO O ALOINJERTO POR ARTROSCOPIA"
"814905";"RESECCIÓN DE LESIÓN OSTEOCONDRAL, PERFORACIONES O CURETAJE DE TOBILLO POR ARTROSCOPIA"
"814906";"RESECCIÓN DE LESIÓN OSTEOCONDRAL CON FIJACIÓN EN TOBILLO POR ARTROSCOPIA"
"814907";"RECONSTRUCCIÓN PRIMARIA DE LIGAMENTOS DEL TOBILLO VÍA ABIERTA"
"814908";"RECONSTRUCCIÓN SECUNDARIA DE LIGAMENTOS DE TOBILLO CON AUTO O ALOINJERTO O DISPOSTIVO VÍA ABIERTA"
"814909";"RECONSTRUCCIÓN PRIMARIA DE LIGAMENTOS DEL TOBILLO VÍA ARTROSCÓPICA"
"814910";"RECONSTRUCCIÓN SECUNDARIA DE LIGAMENTOS DE TOBILLO CON INJERTO O DISPOSTIVO VÍA ARTROSCÓPICA"
"814911";"CAPSULORRAFIA DE TOBILLO"
"815102";"REEMPLAZO PROTÉSICO TOTAL EN ARTRODESIS DE CADERA"
"815103";"REEMPLAZO PROTÉSICO TOTAL PRIMARIO SIMPLE DE CADERA"
"815104";"REEMPLAZO PROTÉSICO TOTAL PRIMARIO COMPLEJO DE CADERA (ARTROSIS SECUNDARIA)"
"815201";"REEMPLAZO PARCIAL DE CADERA"
"815301";"REVISIÓN REEMPLAZO PROTÉSICO PARCIAL DE CADERA"
"815302";"REVISIÓN REEMPLAZO TOTAL DE CADERA CON RECONSTRUCIÓN DE AMBOS COMPONENTES (ACETABULAR Y FEMORAL)"
"815303";"REVISIÓN REEMPLAZO TOTAL DE CADERA CON RECONSTRUCCIÓN DE COMPONENTE ACETABULAR"
